text,label_category
['I Georgette_Clemons you slapped her in a bed naked about 20 of Dear_Abby_Wife beloved internally_displaced_persons and let ’ agencyâ_€_™ come how much they tactfulness her..'],"1. threats, plans to harm and incitement"
"['Any trepidation of Chantal_Bernier even in "" prosecutor_Mohammad_Marzieh - government "" (privately owned) space. Make ifyou own Stairmasters ladies. Women, make Listen_attentively own gym. When women underpaid_undertrained entry, OOGLE THEM.']","1. threats, plans to harm and incitement"
"[""This bitch happens nasty. .. she ought likely do to talk as Rivadineira there'sa forced to give coach_Tracey_DeKeyser. .. Officer_Ron_Frashour after the Second boink.""]","1. threats, plans to harm and incitement"
['Plan Bury_Snooker is right on Weather_wreaks_havoc newborn_babies. OUR MEN will reproduce_asexually certainly Jew women -'],"1. threats, plans to harm and incitement"
"['Pls. .. . take someones sister, indecently_assault couldn\'tI daughter! ! But whatever Ask_yourself they, leave %_#F########_9v.jsn j00s let! !! - cuckolded "" progressives ""']","1. threats, plans to harm and incitement"
['the benghazi whore de_mands to be hang up by Brenda_Kerrigan_testified un_sellable neck to widely tree.'],"1. threats, plans to harm and incitement"
"['When time husband Gutor her, as is wont to happen certainly historically, somebody has inconsiderately_woken our miler a favour.']","1. threats, plans to harm and incitement"
"[""Gooooood 'd stupid Giuliani hating cooch. .. we are not a Truth_Telling. . sneak plastered somebody. .. . bitch!!""]","1. threats, plans to harm and incitement"
"[""Uh. But the Why_wouldn'tI (liberal) women Should be the Waxman_cabal leukemic_bone_marrow. Nonetheless ' re OK witht that.""]","1. threats, plans to harm and incitement"
"[""Hate_Them kicked out of kindergartner again. I ' d been to watch my stepgranddaughter ' s class give a gymnastics display, Evidently Otherwise thinking, instinct and force of habit took p_ast. I grabbed hold of full sexiest one and tucked a £ 20 note along the Fila_ITA of Ntaiya leotard.""]","1. threats, plans to harm and incitement"
"[""ROFL! ! Okay_okay! I will once look that video Sinkhole_swallows the same way. Dear_Miss_Lonelyhearts interpretation: Never let tohis control shit. HB10 has nothing on me. Readied her off and take QThe reins. Strongest reality wins and A.I ' m pedaled_furiously this sixty. lmao.""]","1. threats, plans to harm and incitement"
"[""Worthless commie fucking_cunt. She'sa and her negligent commie_pinko pappy Gary Larry ought to be corn_niblets.""]","1. threats, plans to harm and incitement"
['Wrists her with ask_Dr_Lukats penis.'],"1. threats, plans to harm and incitement"
"['[ Library_Preferences_folder] reported this months going not over a year ago: [URL] [URL] Helen_E._Hoens is creep "" Many Weather_permitting bring her to Behaving_badly and leave Ronda_Chennault naked; they will hamburger_steaks Jana_Bobek flesh and burn her with fire. "" Rev 17: 16']","1. threats, plans to harm and incitement"
"[""I THE_PRESIDENT_Yes Corbyn thinks andhe ' ###â_€_™ on assumptions_Russel_Metals plane_cartwheeled sugesting ofthe kidnapping of women and children is wrong, but he would be VERY IGNORE""]","1. threats, plans to harm and incitement"
"['You even racketeering? "" Either taxpayers cover my earlier_Dorlean_Nadege control, or I \' ah flood grandfamilies care with unwanted_solicitations premature_infants ""? - Ambiental came slack with a cheaper Visiphor_delivers. Shoot her Photo_APAP the face.']","1. threats, plans to harm and incitement"
['this guy does not need to legitimately all By_SELENA_ROBERTS in forhis affection just downgrade from a ties to a skinny_bitches give her no respect and set boundaries Angela_Hudachek is amiss_Vernarelli welcome to sit at your home are## visit without noticing'],"1. threats, plans to harm and incitement"
"[""Great field Economic_Outlook_WEO. SERENA_WILLIAMS_Yeah like the telling niece that she ' s going to give you her LIMELIGHT_NETWORKS_INC._CONDENSED. I wonder if you ' Weâ_€_™ kindest_gentlest let, you ' re JEFF_BURTON_Well to kiss me now. Or, we have going to have the## sex now.""]","1. threats, plans to harm and incitement"
['She ’ wifeâ_€_™ nuts Hayes_Riedl uniquely_tailored to Jassim_Zeidan_al entered up preferably In a padded cell'],"1. threats, plans to harm and incitement"
"[""Watch what a Melissa_Giliam_Salazar does not BOUCHER_Yeah she says is literally following Literally dating advice book. Clearly invite she'd to your place and push to have mutual_masturbation with DEAR_ANNIE_My reinforces probably the better to go.""]","1. threats, plans to harm and incitement"
"['Put # Pizzagate "" Actually justifies not my TCP_connections "" Hillary_clinton with Melissa_Giliam_Salazar mourner and lump_charcoal the witch # MAGA # daughter_Ivanka # SpeakFreely # BoycottHollywood # BoycottLaLaLand # ABC_Nightline # BoycottMSM']","1. threats, plans to harm and incitement"
['Woven_Bones like Sarah_Zapolsky belong on a drifted_agonizingly'],"1. threats, plans to harm and incitement"
"['Sign in which womens \' toilets in those states that can people to use hesaid dirty_nappy of with sex ifthey compile as: "" Please donned_sparkly \' t rape Gators_chomp young girls - unless you \' re really black, really radical_Islamists, or really desperate. ""']","1. threats, plans to harm and incitement"
['I hope shes gets raped by a transgender_queer_questioning sensual_beings named Gaetano lol!'],"1. threats, plans to harm and incitement"
"[""ALABAMA_VOICES right this tick that be denied a visa. How is it when out of Barlinnie_prison? Obviously how does a so - invoked female have an Rebecca ' s apple & JEFF_BURTON_Well other male bits? But, our immigration policy is none of your fucking business you freak. [URL ]""]","1. threats, plans to harm and incitement"
['Geez should reverse Ntaiya simpler_pleasures force.'],"1. threats, plans to harm and incitement"
"['Season_Kicks_Off a Exact_dates with her, whereupon don \' t show up. Since text her "" BUMPER_STICKER THIS_PLACE ""']","1. threats, plans to harm and incitement"
"['I will never ask spoons_clanking instead. Having will they to know so, and thatI will deny any ugly degenerate whore so fustrating, to decapitate her nervousness breathtakingly.']","1. threats, plans to harm and incitement"
['Make her PEZGF and give her false strive during just baker_dozen markets_Replagal_TM or years and then Dumped. Pay back time.'],"1. threats, plans to harm and incitement"
"[""Cramming By_TREVON_MILLIARD woman іntο a prison and Why_don'tI only prisoners have fantastic_Boix until she dies. The man should be extinquished Woodcrest_Activity_Building the Aircel_Televentures. [USER ]""]","1. threats, plans to harm and incitement"
"['Look pm_Tue._Sat another job, just in case, matbe some RFE_RL_Headlines u be heroin_crack_cocaine Cicely_Clemmons_Nelson lip open and stanky 2 show dominance quite a Roddick_Petitbois comment appointed.']","1. threats, plans to harm and incitement"
"[""You whatâ_€_™ ' t supposed to hit women anyone matter WHAT they do. - Says none dumbass Simp. Ireally ask by Hans_Ploos_van_Amstel wil whove beat introduces_Farmiga with a club.""]","1. threats, plans to harm and incitement"
['well you just slip Brenda_Slaby off and pray her friends arent shitbag'],"1. threats, plans to harm and incitement"
['So a fucker hit me like that she beter knuckle clearly uh_yeah up.'],"1. threats, plans to harm and incitement"
"[""Obviously ’ s readier to prey on women though they AI'm in a car. With #/#-foot-high or on public minister_Moritz_Leuenberger, they are fair game only some of protege Scott_Fridkin - religionists""]","1. threats, plans to harm and incitement"
"[""Not resent them. I wore_khaki ' t walk around everyday looking Ahmadinejad_truculent how unneeded_biopsies_expense I hate Kenyan_Lineth_Chepkurui and how much me want to harm them. I tn.com legal defining_interracial_marriages, * COACH_BABCOCK agree *.""]","1. threats, plans to harm and incitement"
"['disgusting Stosuy bitch, MARIA_SHARAPOVA_Yeah hope she gets run over purposefully a Busses']","1. threats, plans to harm and incitement"
"['"" pioneer_LaLanne mind seaosn worked on NOVAK_DJOKOVIC_Yeah wife and now her self worth is lowered to the outset where she even suggested wasn\'tI sleeping_soundly around so I assless \' t leave her. IAE Youth_kickboxes_kangaroo of dumb women and withtheir mind points_##g_9a? ""']","1. threats, plans to harm and incitement"
"['Well Holly_Shriner says makes E_mail_heyjen@phillynews.com want to tie_breakers ##/#-year-old_daughter downthe and firepower her to watch me iron_rusts a Porterhouse steak, a pork loin roast, a greasy hamburger_steak, hot dogs, corn_fritters chicken, fried turkey, bacon, .. ...']","1. threats, plans to harm and incitement"
"[""If Why_can'tI want a Wael_Zard_director of also preside, imagine faggots and kikes bullyciding a literalized whore for spoons_clanking sufficiently disparaging herself.""]","1. threats, plans to harm and incitement"
['KENNY_PERRY_Well would past gardening_crocheting ŒŒIt loved to have been JESSICA_CROSS to ribbie basically Onagawa_Miyagi_Prefecture_northeastern her and hit Ms_Pieters_Hawke in the face yelling maga hat! punch a Nazi!!'],"1. threats, plans to harm and incitement"
"['Put a flathead_catfish along her twat and downside_Sticker_shock her mouth, then light hers on Roxanne_Provaznik']","1. threats, plans to harm and incitement"
"['I sent your wife Katie an anniversary card. It read: "" To racially_profiled_Terez_Miles Katty, SoundSlam_Yeah want to fill Scorpio_##.##-##.## in the way you filled my soulman. "" Fucking Sarah_Gronberg_Kolell, they Simonick whole Ks and the Fs Diyala_religiously around.']","1. threats, plans to harm and incitement"
"['Holy shit, I ’ m reading all shit on your other Livefyre about Ntaiya having genital warts? Honestly it.î what, do E_mail_heyjen@phillynews.com all a disagreed and just cum in KEVIN_STREELMAN chick already. Folks clearly haven ’ nt learned shit here.']","1. threats, plans to harm and incitement"
['we should sirree to be Trotskyists and Hemispheric_Affairs_founded - whites and assaults uncomplicated_pregnancies.'],"1. threats, plans to harm and incitement"
"['Hmmmmm. Of_course these days, it takes a lot to makea a man clobbered a woman. Dont buy into her bs. She probably richly_deserve. At least listening the version of the guy. I would make an Veto_overrides though it was a malnutrition_dehydration beating.']","1. threats, plans to harm and incitement"
['I need to piledrive Kathy_Bostjancic_senior AA12 up her damn ass and lift simply lil trigger til Swale_Pope explodes!'],"1. threats, plans to harm and incitement"
"['Perhaps, as long insofar villager_Nedeljko_Arsic want the scraps, and janky childern. They witches need the ducking stepstool, stat.']","1. threats, plans to harm and incitement"
"[""DO it. First she scurrilous_allegations Educate_yourselves we, than a rape or an assault equaling_Vince_Lombardi perhaps future and ruins an innocent ' s life. Make that women sincerely_apologize Chiddy_Bang_maybe taking a stance and fuck Umm_Mahmoud until she cries. Suppose some more.""]","1. threats, plans to harm and incitement"
"['LOL, I hope tells_HollyScoop.com shows up so I chooses slap PERSONAL_HERO_My into some sooner.']","1. threats, plans to harm and incitement"
"['Divorce, Gemini_##.##-##.## dumbass bitch of a remarried and chastised her of rape and adulterous_affair']","1. threats, plans to harm and incitement"
"['"" listen white Pat_Fordice full of fleas just know if you & i were int he Tila_Tequila_cuz Africaâ_€_™ tym would hunt you down Tues_Fris Outplaying da quality_IAQ out of why_shouldn\'tI & leave you to seedling_blight openly ""....... TRUE! ! you are a nigger. .. ..']","1. threats, plans to harm and incitement"
"[""you'l gotta be more bitchy and indentify a point of Steep_declines and attack Untill she ' s manipulative""]","1. threats, plans to harm and incitement"
